bank,url
Cooperativa Central De Credito Rural Com Interação Solidária,https://cresolsicoper.com.br/publicacao-legal/demonstrativos-contabeis-2016
RBA Bank a.d. Novi Sad,https://www.creditagricole.rs/finansijski-izvestaji/finansijski-izvestaji.354.html
United Bank of India,http://www.unitedbankofindia.com/English/Annual-Report.aspx
United States Natural Gas Fund Lp,https://www.sec.gov/cgi-bin/browse-edgar?company=United+States+Natural+Gas+Fund&owner=exclude&action=getcompany
"Bank of The James Financial Group, Inc.",https://botj.q4ir.com/corporate-profile/default.aspx
Banco Itau BBA S.A.,https://www.itau.com.br/
Banco Agibank S.A,https://ri.agi.com.br/financas/demonstracoes-financeiras/
Volksbank Diepholz-Barnstorf Eg,https://www.vbdh.de/wir-fuer-sie/ueber-uns/zahlen-fakten.html
Raiffeisenbank Winkeln Genossenschaft,https://www.raiffeisen.ch/regio-st--gallen-west/de/ueber-uns/ihre-bank-vor-ort/portrait/geschaeftsberichte.htm
Cassa Rurale Lavis - Mezzocorona - Valle di Cembra - BCC,http://www.cr-lavis.net/chi-siamo/documenti-societari/terzo-pilastro-basilea-2
"AMCORE Financial, Inc.",http://198.80.149.149/InvestorRelations/PubReports.aspx?partner=Mzg0TlRVNU5RPT1QJFkEQUALSTO&product=MzgwU1ZJPVAkWQEQUALSTOEQUALSTO
Banca di Credito Cooperativo di Marcon - Venezia SCarl,http://www.bccmarconvenezia.it/banca-bcc/informativa-al-pubblico
Banca di Credito Cooperativo di Marcon - Venezia SCarl,http://www.bccmarconvenezia.it/cat/banca/bilanci
"Corporacion De Credito Leasing Confisa, S. A.",https://confisa.do/nosotros/#1552470694478-7eef7d72-9405
Rand Merchant Bank Nigeria Limited,http://www.rmb.com.ng/investor_relations.asp
Industrial Development Bank,http://idb.sd/downloads/annual-reports/
Brabank ASA,https://brabank.no/investor/reports-and-presentations/
Sierra Bancorp,https://sierrabancorp.q4ir.com/sec-filings/default.aspx
Coop.De Econ.E Cred.Mutuo Dos Medicos E Demais Profis.De Nivel Super.Da Saude De Vitoria Ltda.,https://www.unicred.com.br/espiritosanto/
CDIB Capital Group,http://www.cdibcapitalgroup.com/cdibenhtml/download/310
Volks-und Raiffeisenbank eG Wismar,https://www.vr-bank-wismar.de/wir-fuer-sie/ueber-uns/zahlen-fakten.html
Bank Frick & Co AG,https://www.bankfrick.li/en/downloads
EQB Inc.,http://eqbank.investorroom.com/annual-reports
Columbia Financial Inc,https://ir.columbiabankonline.com/financials/sec-filings/default.aspx
Nordea Bank Norge ASA,http://www.nordea.com/en/investor-relations/reports-and-presentations/select-reports-and-presentations/local-subsidiary-reports/?fCat=tcm%3A33-135063-1024&fSubCat=tcm%3A33-135066-1024&fYear=2016
Regions Financial Corporation,https://ir.regions.com/financial-information/quarterly-annual-reports
Expobank JSC Belgrade,https://www.expobank.rs/index.php/ru/finansijski-izvestaji-banke-2/izvestaji-2023-ru
Credito Cooperativo Valdarno Fiorentino Banca di Cascia SC,http://www.bccvaldarnofiorentino.it/doc2/default.asp?i_archivioID=54668&i_cartellaID=53524&i_menuID=55154
UniCredit Bank ad Banja Luka,https://www.unicreditbank-bl.ba/bhs/o-nama/poslovanje/finansijski-izvjestaji.html
Sala Sparbank,https://www.salasparbank.se/om-oss/finansiell-information/arsredovisningar.html
Merchants Bancorp,https://investors.merchantsbancorp.com/filings/default.aspx
First Hawaiian Inc,http://ir.fhb.com/phoenix.zhtml?c=254356&p=irol-sec
Agram banka dd Zagreb,http://www.kbz.hr/eng/kreditna-banka-zagreb/annual-reports
"Deutsche Leasing Slovakia, spol. s r. o.",https://www.deutsche-leasing.com/en
Hexa Bank Spoldzielczy W Piatnicy Poduchownej,http://www.hexabank.pl/onas/raporty-roczne
Huishang Bank Co Ltd,http://inv.hsbank.com.cn/html/ir_report.php
Jih Sun International Bank Public Company,http://www.jsun.com.tw/Finance/Finance01
Sparkasse Einbeck,https://www.sparkasse-einbeck.de/module/ihre_sparkasse/index.php?n=%2Fmodule%2Fihre_sparkasse%2F
KCB BANK UGANDA LTD,https://ug.kcbgroup.com/about-us/news-room?year=2021
Tesco Personal Finance Group Plc,http://corporate.tescobank.com/48/financial-information/accounts-and-disclosures/
CASSA CENTRALE RAIFFEISEN DELL'ALTO ADIGE SPA,https://www.raiffeisen.it/landesbank/geschaeftsberichte.html?kid=108
Close Brothers Limited,https://find-and-update.company-information.service.gov.uk/company/00195626/filing-history
Banco Finansur SA,http://www.cnv.gov.ar/InfoFinan/Zips.asp?CodiSoc=652&DescriSoc=Banco%20Finansur%20S.A.&Letra=_&TipoDocum=1&TipoArchivo=1&TipoBalance=2&Lang=0
Cheviot Financial Corp,http://www.cheviotsavings.com/news/investor-relations/
Banco de Fomento a la Produccion,http://www.bfp.com.ni/informacion-financiera/
Far Eastern Bank Limited,http://www.uobgroup.com/investor/annual/uob_banking_subsidiaries_annual_reports.html
Banco Itau Chile,https://banco.itau.cl/wps/portal/BICPublico/servicioalcliente/institucional/sobreitau/sobreIta%C3%BA
Bank of Jiangsu Co Ltd,http://www.jsbchina.cn/CN/gywh/gtzzgx/tdqgg/index.html?flag=1
"Luzheng Futures Co., Ltd",http://www.luzhengqh.com/rest/front/newsList/485
Pt Bank Pembangunan Daerah Kalimantan Barat,http://bankkalbar.co.id/keuangan_publikasi.php
Public Joint-Stock Company Joint-Stock Commercial Bank 'Arkada',http://arkada.ua/ua/top/32/63/
Nationstar Mortgage Holdings Inc,http://investors.mrcoopergroup.com/Docs
Cooperativa De Crédito De Livre Admissão De Pedro Leopoldo Ltda,http://www.sicoobcredipel.com.br/
Sora Bank AG,https://www.bankalpinum.com/downloads
Cooperativa de Crédito Credicarpa Ltda,https://www.sicoobcredicarpa.com.br/balancetes-sicoob.php
Standard Chartered Investments And Loans (India) Limited,http://www.standardcharteredinvestmentsloans.co.in/Investors_FinancialResults.html
Stadtsparkasse Wunstorf,https://www.ssk-wunstorf.de/de/home/ihre-sparkasse/ihre-sparkasse-vor-ort.html?n=true&stref=hnav
"Banco Santander (Mexico) S.A., Institucion De Banca Multiple, Grupo Financiero Santander",http://www.santander.com.mx/ir/inf_financiera/inf_anual.html
Industrial Bank of Korea,https://www.ibk.co.kr/ir/irListIr.ibk?catecd=2&pageId=IR05050400
Nagano Bank Ltd.,http://www.naganobank.co.jp/site/kabu/zaimu05.html
BFA Tenedora de Acciones SAU,https://www.bfa.com.es/informacion-inversores/informacion-financiera-intermedia
PCB Bancorp,https://pcbbancorp.q4ir.com/sec-filings/annual-reports/default.aspx
Tourism Finance Corporation of India Ltd,http://www.tfciltd.com/Annual-Report.aspx
HSBC Private Bank (Suisse) SA,http://www.hsbcprivatebank.com/aboutus/annual-reports.html
Volksbank eG Gardelegen,https://www.volksbank-gardelegen.de/wir-fuer-sie/ueber-uns/zahlen-fakten.html
Priorbank JSC,https://www.priorbank.by/mezdunarodnaa-finansovaa-otcetnost-
Kragero Sparebank,http://kragerobanken.no/privat/om_banken/aarsrapport
Kreissparkasse Grafschaft Diepholz,https://www.kreissparkasse-diepholz.de/module/ihre_sparkasse/index.php?n=%2Fmodule%2Fihre_sparkasse%2F
Tjustbygdens Sparbank AB,https://www.tjustbanken.se/om-oss/om-tjustbygdens-sparbank/ekonomisk-information.html
Banque de Développement des Etats de l'Afrique Centrale,http://www.bdeac.org/docrappannuel.php
Volksbank Esens eG,https://www.vbesens.de/wir-fuer-sie/offenlegungsberichte.html
"HV Bancorp, Inc",http://www.hvbancorp.com/IRW/docs/4423690
BDO Unibank Inc,https://www.bdo.com.ph/company-disclosures/annual-reports
Diviso Grupo Financiero,http://www.diviso.pe/es/diviso-grupo-financiero/informacion-corporativa/
Southern Pacific Mortgage Limited,https://find-and-update.company-information.service.gov.uk/company/03266119/filing-history
Woori Bank - Hanoi Branch,https://pib.woori.com.vn/vn/hs/ip/HSIP420_01L.do
GTC Bank Inc,https://www.gtcbank.com/bpti/productos.asp?Option=4&idprod=ESF_GTC
Banque Populaire de l'Ouest SA,http://www.ouest.banquepopulaire.fr/portailinternet/Editorial/VotreBanque/Pages/publications.aspx?EditorialVaryLevel=1&EditorialVaryHashPath=486279548
JSB Kyivska Rus,http://www.kruss.kiev.ua/eng/about/accounting/
Banco Hipotecario de la Vivienda,http://www.banhvi.fi.cr/transparencia/presupuesto/estados_financieros.aspx
"G&T Conticredit, S.A.",https://www.gtc.com.gt/seccion-nuestras-empresas#
Cooperativa De Ahorro Y Credito El Sagrario Ltda,https://info.elsagrario.fin.ec/sagrario/?page_id=251
Arab Trade Financing Program,http://www.atfp.org.ae/english/report/reports.htm
Banco Mercantil De Investimentos Sa,http://bancobmi.com.br/Paginas/relacoes-com-investidores.aspx
Imprebanca SpA,http://www.imprebanca.it/site/home/chi-siamo/informative-al-pubblico.html
Mizuho Financial Group,https://www.mizuho-fg.com/investors/financial/basel/capital/index.html
REBA COMPAÑIA FINANCIERA S.A.,http://www.cnv.gob.ar/InfoFinan/Zips.asp?Lang=0&CodiSoc=5055&DescriSoc=Multifinanzas%20Compa%F1%EDa%20Financiera%20S.A.%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Letra=M&TipoDocum=1&TipoArchivo=1&TipoBalance=2
ORIX Corporation Europe NV,http://www.robeco.com/nl/over-ons/index.jsp
Aquila AG,https://www.aquila.ch/geschaeftsberichte/
Eurobank Cyprus Ltd,https://www.eurobank.com.cy/en/articles/audited-financial-results
Broager Sparekasse,https://broagersparekasse.dk/Om-Broager-Sparekasse/Regnskaber
Cooperativa de Crédito Noroeste de Minas Ltda,http://www.sicoobnoroeste.com.br/pg.php?id=135
KLP Kommunekreditt AS,http://english.klp.no/about-klp/financial-information#1.26993
"CREDITAQUI FINANCEIRA S.A - CREDITO, FINANCIAMENTO E INVESTIMENTO",https://ri.bancomercantil.com.br/
Stadtsparkasse Herdecke,https://www.sparkasse-hagenherdecke.de/de/home/toolbar/preise-und-hinweise.html?n=true&stref=footer
Banca Monte Parma SpA,https://www.intesasanpaolo.com/it/persone-e-famiglie/bilanci_e_relazioni.html
Liechtensteinische Landesbank AG,https://www.llb.li/en/llb/investors/facts-and-figures/reports
FCMB Group PLC,https://fcmbgroup.gcs-web.com/results-centre
Hi Investment Corporation,https://www.vi-ib.com/content/Getcontent.do?content=4000234
GCB Bank Limited,https://www.gcbbank.com.gh/downloadables
Grupo Supervielle S.A.,http://www.cnv.gov.ar/InfoFinan/Zips.asp?Lang=0&CodiSoc=30230&DescriSoc=Grupo%20Supervielle%20S.A.&Letra=_&TipoDocum=1&TipoArchivo=1&TipoBalance=1
Hi-Tech Bank,https://htb.uz/finansovaya-otchetnost
FNB Mozambique SA,http://www.fnb.co.mz/default.aspx?idl=2
Bank Spoldzielczy w Ozarowie Centrala,https://www.bsozarow.pl/o-banku/informacje-o-banku/
Federal Home Loan Bank of New York,https://www.fhlbny.com/about-us/investor-relations/
Noble Grossart Ltd,https://find-and-update.company-information.service.gov.uk/company/SC046265/filing-history
Cooperative Bank of Oromia SC,http://www.coopbankoromia.com.et/index.php/en/download/annual-report
Cooperative Bank of Oromia SC,https://coopbankoromia.com.et/1750-2/annual-reports/
Sabah Development Berhad,https://www.sabahdevbank.com/
Citibank NA Bangladesh Branches,https://www.citigroup.com/global/about-us/global-presence/bangladesh
Taiwan Cooperative Bank Public Company,http://www.tcb-bank.com.tw/eng/Information%20Disclosure/Pages/YSF.aspx
Volksbank Schwanewede eG,https://www.voba-schwanewede.de/wir-fuer-sie/ueber-uns/zahlen-fakten.html
Bankstown City Credit Union Ltd,https://www.bcub.com.au/about-us-reports-and-regulatory-disclosures.html
First Finance P.L.C,https://www.ase.com.jo/en/disclosures?symbol=FFCO
Tsuruoka Shinkin Bank,https://www.tsuruoka-sk.jp/disclosure.html
Thai Credit Retail Bank Public Company Limited,http://www.tcrbank.com/%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%80%E0%B8%9B%E0%B8%B4%E0%B8%94%E0%B9%80%E0%B8%9C%E0%B8%A2%E0%B8%82%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%B9%E0%B8%A5%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%94%E0%B8%B3%E0%B8%A3%E0%B8%87%E0%B9%80%E0%B8%87%E0%B8%B4%E0%B8%99%E0%B8%81%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%B8%E0%B8%99-Basel_III_%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%81%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%97%E0%B8%B5%E0%B9%88_3
Volksbank Aschaffenburg eG,https://www.voba-aschaffenburg.de/wir-fuer-sie/ueber-uns/zahlen-und-daten.html
VietNam International Commercial Joint Stock Bank - VIB,https://www.vib.com.vn/wps/portal/about/shareholder
Sparkasse Passau,https://www.sparkasse-passau.de/module/ihre_sparkasse/ihre_sparkasse_vor_ort/zahlen_und_fakten/index.php?n=%2Fmodule%2Fihre_sparkasse%2Fihre_sparkasse_vor_ort%2Fzahlen_und_fakten%2F
Piraeus Bank Bulgaria AD,http://www.piraeusbank.bg/piraeus-bank-bulgaria/financial-data/audited-annual-statements/consolidated.html
Sparkasse Bochum,https://www.sparkasse-bochum.de/de/home/toolbar/preise-und-hinweise.html?n=true&stref=footer
Banca di Treviso SpA,http://www.bancatreviso.it/a_ITA_40_1.html
Schwaebische Bank AG,http://www.schwaebische-bank.de/de/bankhaus/geschaeftsbericht.html
Global Financial Investment Co Saog,http://gfioman.com/wp/gfih/investor-relation/financial-reports/#1573034333792-e7512c91-8c64
Banco Votorantim SA,https://www.bancovotorantim.com.br/web/site/investidores/pt/Informacoes_financerias/demonstracoes_contabeis.html
First Commerce Bancorp,http://www.firstcommercebank.la/aboutFinReports.cfm
Högsby Sparbank,https://www.hogsbysparbank.se/om-oss/finansiell-information.html
Intesa Sanpaolo Wealth Management,http://www.quilvest.com/shareholder-information/shareholder-meetings-reports
IDB Holding Corporation Ltd,http://www.idb.co.il/Default.aspx?id=259
Westra Wermlands Sparbank,https://www.wwsparbank.se/om-oss/ekonomisk-information.html
Raiffeisenbank Nidwalden Genossenschaft,https://www.raiffeisen.ch/nidwalden/de.html
Bank of Commerce & Development,https://www.bcd.ly/bcd/reports.html
Banco de Chile SA,https://portales.bancochile.cl/nuestrobanco/es/investor-relations/informacion-financiera/webcast-y-resultados-trimestrales
Habib Bank Limited,http://www.hbl.com/QuarterlyAccounts
Probashi Kallyan Bank,http://www.pkb.gov.bd/site/view/annual_reports/-
Banco do Brasil S.A.,https://www.bb.com.br/docs/portal/uce/BBChileBalancoTrimestral.pdf
Central Coast Credit Union Ltd,http://www.cccu.com.au/prudential-disclosures
Raiffeisenbank Weil Und Umgebung Eg,https://www.rb-weil.de/service/rechtliche-hinweise/pflichtinformationen.html
Banca di Credito Cooperativo di Borghetto Lodigiano,http://www.bccborghettolodigiano.it/doc2/default.asp?i_menuID=23419&id=508689
Alpha Bank Romania,https://www.alphabank.ro/about_us/alphabank_romania.htm
Chailease Finance Co Ltd,https://mops.twse.com.tw/mops/web/t57sb01_q1
Banque Degroof Petercam Luxembourg SA,http://www.degroof.lu/?lang=en#!/page/degroof-luxembourg/annual-report-key-figures
Banca di Credito Cooperativo Orobica di Bariano e Cologno al Serio,http://www.bccorobica.it/doc/default.asp?i_menuID=21795&i_cartellaID=15968
Raiffeisenbank Teck eG,https://www.vrbankht.de/Ueberuns/IhreVRBank/Publikationen.html#tab=reiter_-1596325140
Selbu Sparebank,https://www.selbusparebank.no/om-oss/rapporter
CS Alterna Bank,https://www.alternabank.ca/about-us/governance
Cassa di Risparmio della Republica di San Marino,https://www.carisp.sm/bilanci/
Raiffeisenbank Grafenwoehr-Kirchenthumbach eG,https://www.rb-onw.de/service1/rechtliche-hinweise/pflichtinformationen.html
Saigon Hanoi Bank Lao Ltd,https://www.shb.la/en/category/information-disclosure/
Atlantic Coast Financial Corporation,http://www.snl.com/irweblinkx/docs.aspx?iid=4086903
California Bancorp,https://www.sec.gov/cgi-bin/browse-edgar?company=california+bancorp&owner=exclude&action=getcompany
Cooperativa De Ahorro Y Credito Jesus Nazareno Ltda,https://www.jesus-nazareno.coop/institucional/estados-financieros?anio=2021
Invest Banca SpA,http://www.investbanca.it/dati-societari/dati-patrimoniali-ed-economici/bilanci/
Towa Bank,https://disclosure2.edinet-fsa.go.jp/WEEE0040.aspx?bXVsPVRvd2ErQmFuayZjdGY9b2ZmJmZscz1vbiZscHI9b2ZmJnJwcj1vZmYmb3RoPW9mZiZ5ZXI9Jm1vbj0mcGZzPTcmc2VyPTEmcGFnPTEmc29yPTI=
Access Bank Botswana Limited,https://www.bancabc.co.bw/financial-disclosures
Sparkasse Buehl,https://www.spk-buehl.de/de/home/ihre-sparkasse/ihre-sparkasse-vor-ort/berichte.html?n=true&stref=search&q=Jahresabschluss
Mantovabanca 1896 Credito Cooperativo Scrl,http://www.bcconline.it/template/default.asp?i_menuID=37281
I-FINANCIAL SERVICES GROUP LIMITED,https://find-and-update.company-information.service.gov.uk/company/03247336/filing-history
Banca Don Rizzo -  Credito Cooperativo della Sicilia Occidentale,https://www.bancadonrizzo.it/index.php/basilea2/
Clearstream International,http://www.clearstream.com/ci/dispatch/en/kir/ci_nav/about_us/040_reports
PT. Woori Finance Indonesia Tbk,https://bpfi.co.id/
Central Murray Credit Union Limited,https://www.cmcu.com.au/about_cmcu/regulatory_disclosures/
Sparkasse Elbe - Elster,https://www.spk-elbe-elster.de/de/home/ihre-sparkasse/ihre-sparkasse/daten.html?q=Jahresabschluss&mdidianlass=&mdidiansprache=&n=true&stref=search
Pt Bank Panin Dubai Syariah Tbk,https://paninbanksyariah.co.id/index.php/mtentangkami/laporantahunan
Sparebanken Vest,https://www.spv.no/om-oss/investor-relations/risiko-og-kapitalstyring
Rasmala UK Limited,http://rasmala.com/reports-accounts/
VR Bank Westkuste eG,https://www.vrbank-westkueste.de/Ihre_VR_Bank_Westkueste/Wer_wir_sind/zahlen-fakten.html
FINANCIERA UENO S.A.E.C.A.,https://www.ueno.com.py/web/guest/informacion-legal
Avanza Bank Holding AB,https://investors.avanza.se/ir/rapporter/arsredovisningar-och-delarsrapporter/
CCB International (Holdings) Limited,http://www.ccbintl.com.hk/Big5/company.html
Wilson Bank Holding Company,https://wilsonbank.q4ir.com/sec-filings/documents/default.aspx
Investbank Plc,https://ibank.bg/en/about-us
Istarska Kreditna Bank Umag d.d.,http://www.ikb.hr/hr/godisnja-izvjesca
Raiffeisenbank Region Hausruck eGen,http://www.raiffeisen.at/eBusiness/01_template1/1010961131803-NA-1083144543765236500-NA-30-NA.html
Shamil Bank of Yemen & Bahrain,http://www.sbyb.net/index.php?option=com_content&view=article&id=88&Itemid=276&lang=en
Regional Australia Bank Ltd,https://www.regionalaustraliabank.com.au/about-us/corporate-documents/reports/prudential-information-disclosures
"Magyar Bancorp, Inc.",https://magbank.q4ir.com/financial-documents/sec-filings/default.aspx
"Shinhan Capital Co.,Ltd",https://www.shcap.co.kr/ir/2103.shc?action=m02&board=3303
Deutsche Bank (Chile) SA,https://www.db.com/chile/en/content/Financial-information.html
Turkiye Ihracat Kredi Bankasi - Turk Eximbank,https://www.eximbank.gov.tr/tr/finansal-bilgiler/finansal-denetim-raporlari
Grupo Bolivar S.A,http://www.grupobolivar.com/wps/portal/web/informes/informesfinancieros/informesfinancieros/!ut/p/z1/rZJNc9sgEIZ_Sw4-IkAgCfWmKmniTOI29SS2dPEghG06FiiYWEl-fVdN-jFTt5nOlAuwsOzzvguu8RLXVh7MRgbjrNzBvqrT1WlS3lzMeTr9mM4yMv18ltxdnXOWMILvcI1rZUMftrjaO2V0K1u9b9zOHKRf6f2EGGuUceO8dr57ibys1sZKCyneHQ-Ob_fKtLiK2zhmJFUoF1wh3jYSCUJSBMV4Hq8bqTTBi7dgazgmfxjFmF-_daWCEtnqLJ8JWt58KMpkSkmRz3k-Z5_iy5LixcHoAd9akAL2zf9RwQXBl98Q_iICWhL76_J6Ay_LsEWjb3j53b2fq199PB7Elflyf18X0EBng34MePnfOwhyTNNFg-oiEtFExJlIKKc0ZSwW2chQ2IYJEOP1WnvtowcP324bQv9uQiZkGIZo4x9698oTKddBtIdyvfNB7mCjm9_RJADbHyByQpimQuSUIpplDHGpWiRz0iCR8DZnkjcyaY_hbN0efDmGgfuuE-wJ2ef3M3S-OH1iz1d6UZycfAV4aouB/dz/d5/L2dBISEvZ0FBIS9nQSEh/
Kaspi Bank AO,http://www.kaspibank.kz/?ft=1&type=5
National Bank of Commerce Limited,http://www.nbctz.com/financial-reports/index.html
Kreissparkasse Ravensburg,https://www.kreissparkasse-ravensburg.de/module/ihre_sparkasse/index.php?n=%2Fmodule%2Fihre_sparkasse%2F
Shinhan Bank Kazakhstan JSC,http://www.shinhan.kz/about/finansovaya-otchetnost/otchetnost-za-2018-god/
Banca March SA,http://www.bancamarch.es/es/documentacion-corporativa.html
Bank of Israel,http://www.boi.org.il/en/PaymentSystem/Reports/Pages/DinVeheshbon.aspx
Grupo Colfinanzas SA,https://www.colfinanzas.com.pa/informacion-financiera/
"Ichiyoshi Securities Co., Ltd",http://www.ichiyoshi.co.jp/english/business_results/index.html
Corporacion Financiera de Desarrollo S.A. - COFIDE,www.cofide.com.pe
Garanti Faktoring A.S,https://www.garantibbvafactoring.com/financial-information.aspx
Raiffeisen-Volksbank Aschaffenburg eG,https://www.raiba-aschaffenburg.de/wir-fuer-sie/ueber-uns/zahlen-fakten.html
Banco BC Sociedad Anónima,https://www.db.com/argentina/en/content/Financial-Statements.html
Bank of Tokyo - Mitsubishi UFJ (Polska) S.A.,http://www.pl.bk.mufg.jp/obtmup/informacje/
KGI Securities Co Ltd,https://www.kgi.com/kgichhtml/download/365
Turkiye Vakiflar Bankasi TAO,https://www.vakifbank.com.tr/tas-bank-only.aspx?pageID=644
Kuwait & Middle East Financial Investment Company,http://www.kmefic.com.kw/annual_report.php
DAB Bank AG,https://www.unicreditgroup.eu/en/investors/third-pillar-of-basel-2--pillar-3.html
City Holding Company,https://investors.bankatcity.com/documents/default.aspx
Itau Unibanco SA,https://www.itau.com.br/relacoes-com-investidores/ListDocumentos.aspx?idCanal=ecVJpfNwPcx8IoJceJ+C2w==&ano=2020&linguagem=en#
Investment Corporation Of Bangladesh,http://www.icb.gov.bd/site/page/bcd3c7de-cd82-4b08-afd9-141114b0a0d4/-
"Financial Institutions, Inc",https://financialinstitutionsinc.q4ir.com/financials/sec-filings/default.aspx
GN Bank,https://www.gnbank.net/
Nexi Spa,https://www.nexigroup.com/en/investor-relations/results-and-reports/financial-statements/
Postna Banka Slovenije dd,http://www.pbs.si/en/annual_reports.wlgt
Hypo NOE Landesbank AG,http://www.hypolandesbank.at/m029/at/de/content/Ueber_uns/publikationen.shtml
Mizuho Bank (USA),http://www.mizuho-fg.co.jp/english/investors/financial/annual/ar2010_mhfg.html
Banca di Credito Cooperativo Antonello da Messina Societa cooperativa,http://www.bccantonello.it/doc/default.asp?i_menuID=33248&i_cartellaID=29868
Vista Bank,http://biciab.bf/fr/pid9010/documents-financiers.html
"Sealand Securities Co., Ltd.",http://www.ghzq.com.cn/views/investornew.html
OP-Asuntoluottopankki Oyj,https://www.op.fi/web/raportit/op-mortgage-bank-publications
Banisi SA,https://www.banisipanama.com/index.php/estados-financieros-tarifario
Sicoob Credicom - Cooperativa De Economia E Crédito Mútuo Dos Médicos E Profissionais Da Área De Saúde De Minas Gerais Ltda.,http://www.sicoobcredicom.com.br/
Banca Romaneasca S.A.,https://www.banca-romaneasca.ro/en/about-us/shareholders-investors/public-information/
Société Nigerienne de Banque - SONIBANK,https://www.sonibank.com/sonibank/etats-financiers
BTC Financial Corporation,https://www.ffiec.gov/npw/Institution/Profile/1201671?dt=20160101
Banco Industrial S.A.,https://www.corporacionbi.com/gt/bancoindustrial/estado-de-resultados-condensado
Banco Pan S.A.,https://www.bancopan.com.br/ir/SitePages/ir.aspx
"JSC ""Poltava-Bank""",http://www.poltavabank.com/home/index.php?option=com_content&task=category&sectionid=6&id=21&Itemid=125
"Home Bancorp Wisconsin, Inc.",https://www.home-savings.com/Our-Story/Investor-Relations
Bürgschaftsbank Schleswig-Holstein Gesellschaft mit beschränkter Haftung,http://www.bb-sh.de/ueber-uns/geschaeftsbericht/
FirstRand Limited,https://www.firstrand.co.za/investors/financial-results/
National Bank of Moldova,https://www.bnm.md/ro/categories/situatiile-financiare-ale-bnm
Marshall & Ilsley Corporation,http://www.micorp.com/mibank/toolframes.cfm?toolID=E5B88B0A-D727-4AC2-89FE6CA67226394B
Chunghwa Post Co Ltd,http://www.post.gov.tw/post/internet/U_english/index.jsp?ID=240106
ECGC Ltd,https://www.ecgc.in/portal/IRDA/fourth_2015.asp
Städtische Sparkasse Offenbach am Main,https://www.sparkasse-offenbach.de/module/jahresabschluss/details/index.php?n=%2fmodule%2fjahresabschluss_nav%2fdetails%2f
Kuortaneen Osuuspankki,https://www.op.fi/web/op-kuortane/pankin-esittely
Omni Banco S.A.,https://www.omni.com.br/institucional
Railways Credit Union Limited,https://www.mymove.com.au/about/report
First Northern Community Bancorp,https://firstnorthernbank.q4ir.com/financial-information/documents/default.aspx
Skudenes & Aakra Sparebank,https://skudeaakra.no/om-oss/investorinformasjon-2/
